District,Division,Area,Club Number,Club Name,Club Status,CSP,Mem. Base,Active Members,Net Growth,Goals Met,Level 1s,Level 2s,Add. Level 2s,Level 3s,"Level 4s, Path Completions, or DTM Awards","Add. Level 4s, Path Completions, or DTM award",New Members,Add. New Members,Off. Trained Round 1,Off. Trained Round 2,Mem. dues on time Oct,Mem. dues on time Apr,Off. List On Time,Club Distinguished Status,New,Late Ren.,Oct. Ren.,Apr. Ren.,Total Ren.,Total Chart,Total to Date,Distinguished Status,Charter Date/Suspend Date,October Renewals,April Renewals,Nov Visit award,May Visit award,Membership to date,Club Goals Met,Distinguished Club,Area Club Base,Area Paid Club Goal for Dist.,Area Paid Club Goal for Select Dist.,Area Paid Club Goal for Pres. Dist.,Total Paid Area Clubs,Area Dist. Club Goal for Dist.,Area Dist. Club Goal for Select Dist.,Area Dist. Club Goal for Pres. Dist.,Total Dist. Area Clubs,Distinguished Area,Division Club Base,Division Paid Club Goal for Dist.,Division Paid Club Goal for Select Dist.,Division Paid Club Goal for Pres. Dist.,Total Paid Division Clubs,Division Dist. Club Goal for Dist.,Division Dist. Club Goal for Select Dist.,Division Dist. Club Goal for Pres. Dist.,Total Dist. Division Clubs,Distinguished Division,Charter Date/Suspend Date_div
121,F,02,585650.0,Mangalore Club,Active,Y,33.0,33.0,0.0,10.0,4.0,2.0,2.0,3.0,1.0,3.0,4.0,4.0,7.0,6.0,1.0,1.0,1.0,M,8.0,0.0,34.0,30.0,64.0,0.0,72.0,M,,1.0,1.0,1.0,1.0,33.0,10.0,M,4.0,4.0,4.0,5.0,4.0,2.0,3.0,3.0,2.0,Distinguished,22.0,22.0,23.0,24.0,24.0,10.0,11.0,13.0,13.0,President's Distinguished,
121,F,02,1600545.0,INSPIRON Toastmasters Club,Active,Y,30.0,8.0,-22.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,1.0,1.0,1.0,,0.0,0.0,10.0,8.0,18.0,0.0,18.0,,,1.0,1.0,1.0,1.0,8.0,2.0,,4.0,4.0,4.0,5.0,4.0,2.0,3.0,3.0,2.0,Distinguished,22.0,22.0,23.0,24.0,24.0,10.0,11.0,13.0,13.0,President's Distinguished,
121,F,02,7817375.0,Karavali Toastmasters Club,Active,Y,36.0,25.0,-11.0,10.0,5.0,2.0,2.0,2.0,1.0,3.0,4.0,8.0,6.0,5.0,1.0,1.0,1.0,M,12.0,1.0,25.0,21.0,47.0,0.0,59.0,M,,1.0,1.0,1.0,1.0,25.0,10.0,M,4.0,4.0,4.0,5.0,4.0,2.0,3.0,3.0,2.0,Distinguished,22.0,22.0,23.0,24.0,24.0,10.0,11.0,13.0,13.0,President's Distinguished,
121,F,02,7854374.0,Roshni Toastmasters Club,Active,Y,20.0,9.0,-11.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,6.0,4.0,1.0,1.0,1.0,,3.0,0.0,8.0,8.0,16.0,0.0,19.0,,,1.0,1.0,1.0,1.0,9.0,4.0,,4.0,4.0,4.0,5.0,4.0,2.0,3.0,3.0,2.0,Distinguished,22.0,22.0,23.0,24.0,24.0,10.0,11.0,13.0,13.0,President's Distinguished,
121,F,03,3698.0,Winners Club ,Active,Y,42.0,25.0,-17.0,10.0,4.0,2.0,2.0,3.0,1.0,2.0,4.0,6.0,7.0,5.0,1.0,1.0,1.0,M,10.0,0.0,22.0,21.0,43.0,0.0,53.0,M,,1.0,1.0,1.0,1.0,25.0,10.0,M,5.0,5.0,5.0,6.0,6.0,3.0,4.0,4.0,3.0,Distinguished,22.0,22.0,23.0,24.0,24.0,10.0,11.0,13.0,13.0,President's Distinguished,
121,F,03,7325136.0,Bantwal Speech Weavers,Active,Y,17.0,20.0,3.0,9.0,4.0,2.0,0.0,2.0,1.0,2.0,4.0,8.0,7.0,6.0,1.0,1.0,1.0,P,12.0,0.0,16.0,15.0,31.0,0.0,43.0,P,,1.0,1.0,1.0,1.0,20.0,9.0,P,5.0,5.0,5.0,6.0,6.0,3.0,4.0,4.0,3.0,Distinguished,22.0,22.0,23.0,24.0,24.0,10.0,11.0,13.0,13.0,President's Distinguished,
121,F,03,7860728.0,Yenunciate Toastmasters Club,Active,Y,8.0,22.0,14.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,16.0,5.0,5.0,1.0,1.0,1.0,,20.0,0.0,3.0,16.0,19.0,0.0,39.0,,,1.0,1.0,1.0,1.0,22.0,4.0,,5.0,5.0,5.0,6.0,6.0,3.0,4.0,4.0,3.0,Distinguished,22.0,22.0,23.0,24.0,24.0,10.0,11.0,13.0,13.0,President's Distinguished,
121,F,03,7877748.0,Let's Debate Toastmasters Club,Active,Y,31.0,21.0,-10.0,9.0,1.0,2.0,2.0,2.0,1.0,2.0,4.0,4.0,7.0,7.0,1.0,1.0,1.0,P,8.0,0.0,14.0,13.0,27.0,0.0,35.0,P,,1.0,1.0,1.0,1.0,21.0,9.0,P,5.0,5.0,5.0,6.0,6.0,3.0,4.0,4.0,3.0,Distinguished,22.0,22.0,23.0,24.0,24.0,10.0,11.0,13.0,13.0,President's Distinguished,
121,F,03,28678782.0,Moodbidri Toastmasters Club,Active,Y,22.0,9.0,-13.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,4.0,1.0,1.0,1.0,,1.0,0.0,9.0,9.0,18.0,0.0,19.0,,,1.0,1.0,1.0,1.0,9.0,2.0,,5.0,5.0,5.0,6.0,6.0,3.0,4.0,4.0,3.0,Distinguished,22.0,22.0,23.0,24.0,24.0,10.0,11.0,13.0,13.0,President's Distinguished,
121,F,03,28680397.0,Uxcel Toastmasters Club,Active,Y,20.0,20.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,20.0,20.0,,Charter 06/23/26,0.0,0.0,0.0,0.0,20.0,1.0,,5.0,5.0,5.0,6.0,6.0,3.0,4.0,4.0,3.0,Distinguished,22.0,22.0,23.0,24.0,24.0,10.0,11.0,13.0,13.0,President's Distinguished,Charter 06/23/26
121,F,04,2818428.0,Milagres Toastmasters,Active,Y,24.0,9.0,-15.0,6.0,4.0,0.0,0.0,0.0,1.0,1.0,4.0,0.0,6.0,4.0,1.0,1.0,1.0,,4.0,0.0,9.0,7.0,16.0,0.0,20.0,,,1.0,1.0,1.0,1.0,9.0,6.0,,5.0,5.0,5.0,6.0,5.0,3.0,4.0,4.0,3.0,Distinguished,22.0,22.0,23.0,24.0,24.0,10.0,11.0,13.0,13.0,President's Distinguished,
121,F,04,3965394.0,Port Town Advanced Toastmasters,Active,Y,55.0,27.0,-28.0,10.0,6.0,2.0,2.0,4.0,1.0,2.0,4.0,12.0,7.0,7.0,1.0,1.0,1.0,M,16.0,0.0,28.0,22.0,50.0,0.0,66.0,M,,1.0,1.0,1.0,1.0,27.0,10.0,M,5.0,5.0,5.0,6.0,5.0,3.0,4.0,4.0,3.0,Distinguished,22.0,22.0,23.0,24.0,24.0,10.0,11.0,13.0,13.0,President's Distinguished,
121,F,04,7575734.0,Agnesian Toastmasters,Active,Y,20.0,20.0,0.0,10.0,8.0,2.0,2.0,3.0,1.0,2.0,4.0,13.0,6.0,4.0,1.0,1.0,1.0,P,17.0,0.0,13.0,9.0,22.0,0.0,39.0,P,,1.0,1.0,1.0,1.0,20.0,10.0,P,5.0,5.0,5.0,6.0,5.0,3.0,4.0,4.0,3.0,Distinguished,22.0,22.0,23.0,24.0,24.0,10.0,11.0,13.0,13.0,President's Distinguished,
121,F,04,28677717.0,Niveus Toastmasters Club,Active,Y,29.0,15.0,-14.0,10.0,5.0,2.0,2.0,3.0,1.0,1.0,4.0,4.0,7.0,7.0,0.0,1.0,1.0,,8.0,0.0,15.0,14.0,29.0,0.0,37.0,,,1.0,1.0,1.0,1.0,15.0,10.0,,5.0,5.0,5.0,6.0,5.0,3.0,4.0,4.0,3.0,Distinguished,22.0,22.0,23.0,24.0,24.0,10.0,11.0,13.0,13.0,President's Distinguished,
121,F,04,28678985.0,Champion Evaluators Advanced Toastmasters Club,Active,Y,23.0,20.0,-3.0,7.0,0.0,2.0,0.0,2.0,1.0,1.0,4.0,3.0,4.0,6.0,1.0,1.0,1.0,S,7.0,0.0,25.0,18.0,43.0,0.0,50.0,S,,1.0,1.0,1.0,1.0,20.0,7.0,S,5.0,5.0,5.0,6.0,5.0,3.0,4.0,4.0,3.0,Distinguished,22.0,22.0,23.0,24.0,24.0,10.0,11.0,13.0,13.0,President's Distinguished,
121,F,05,1597746.0,ProAct Toastmasters Club,Active,Y,19.0,20.0,1.0,6.0,1.0,1.0,0.0,1.0,1.0,1.0,4.0,10.0,5.0,4.0,1.0,1.0,1.0,D,14.0,0.0,14.0,11.0,25.0,0.0,39.0,D,,1.0,1.0,1.0,1.0,20.0,6.0,D,4.0,4.0,4.0,5.0,5.0,2.0,3.0,3.0,3.0,President's Distinguished,22.0,22.0,23.0,24.0,24.0,10.0,11.0,13.0,13.0,President's Distinguished,
121,F,05,7845796.0,Konkan Toastmasters,Active,Y,35.0,20.0,-15.0,5.0,1.0,2.0,0.0,1.0,1.0,4.0,3.0,0.0,6.0,6.0,1.0,1.0,1.0,D,3.0,0.0,20.0,17.0,37.0,0.0,40.0,D,,1.0,1.0,1.0,1.0,20.0,5.0,D,4.0,4.0,4.0,5.0,5.0,2.0,3.0,3.0,3.0,President's Distinguished,22.0,22.0,23.0,24.0,24.0,10.0,11.0,13.0,13.0,President's Distinguished,
121,F,05,7856512.0,St Aloysius Toastmasters Club,Active,Y,20.0,13.0,-7.0,10.0,4.0,2.0,2.0,3.0,1.0,2.0,4.0,7.0,7.0,4.0,1.0,1.0,1.0,,11.0,0.0,21.0,12.0,33.0,0.0,44.0,,,1.0,1.0,1.0,1.0,13.0,10.0,,4.0,4.0,4.0,5.0,5.0,2.0,3.0,3.0,3.0,President's Distinguished,22.0,22.0,23.0,24.0,24.0,10.0,11.0,13.0,13.0,President's Distinguished,
121,F,05,28678100.0,Coastal Divas Toastmasters Club,Active,Y,21.0,20.0,-1.0,7.0,4.0,1.0,0.0,2.0,1.0,0.0,4.0,4.0,7.0,7.0,1.0,1.0,1.0,S,8.0,0.0,15.0,12.0,27.0,0.0,35.0,S,,1.0,1.0,1.0,1.0,20.0,7.0,S,4.0,4.0,4.0,5.0,5.0,2.0,3.0,3.0,3.0,President's Distinguished,22.0,22.0,23.0,24.0,24.0,10.0,11.0,13.0,13.0,President's Distinguished,
121,F,05,28679902.0,EG India Toastmasters Club,Active,N,45.0,45.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,0.0,0.0,0.0,45.0,45.0,45.0,90.0,,Charter 03/18/26,0.0,1.0,0.0,1.0,45.0,1.0,,4.0,4.0,4.0,5.0,5.0,2.0,3.0,3.0,3.0,President's Distinguished,22.0,22.0,23.0,24.0,24.0,10.0,11.0,13.0,13.0,President's Distinguished,Charter 03/18/26
121,G,01,2389985.0,Trivandrum Toastmasters,Active,Y,31.0,29.0,-2.0,10.0,5.0,2.0,2.0,3.0,1.0,1.0,4.0,18.0,6.0,5.0,1.0,1.0,1.0,M,22.0,0.0,28.0,22.0,50.0,0.0,72.0,M,,1.0,1.0,1.0,1.0,29.0,10.0,M,4.0,4.0,4.0,5.0,5.0,2.0,3.0,3.0,2.0,Distinguished,16.0,16.0,17.0,18.0,19.0,8.0,8.0,9.0,12.0,President's Distinguished,
121,G,01,28677100.0,SADA India Toastmasters Club,Active,Y,23.0,12.0,-11.0,7.0,12.0,2.0,2.0,1.0,0.0,0.0,4.0,6.0,7.0,7.0,1.0,1.0,1.0,,10.0,0.0,4.0,9.0,13.0,0.0,23.0,,,1.0,1.0,1.0,1.0,12.0,7.0,,4.0,4.0,4.0,5.0,5.0,2.0,3.0,3.0,2.0,Distinguished,16.0,16.0,17.0,18.0,19.0,8.0,8.0,9.0,12.0,President's Distinguished,
121,G,01,28677544.0,Neyyar Toastmasters Club,Active,Y,16.0,8.0,-8.0,8.0,4.0,2.0,0.0,2.0,1.0,1.0,4.0,0.0,5.0,5.0,1.0,0.0,1.0,,4.0,0.0,10.0,4.0,14.0,0.0,18.0,,,1.0,1.0,1.0,1.0,8.0,8.0,,4.0,4.0,4.0,5.0,5.0,2.0,3.0,3.0,2.0,Distinguished,16.0,16.0,17.0,18.0,19.0,8.0,8.0,9.0,12.0,President's Distinguished,
121,G,01,28678049.0,TCS Maitree Trivandrum Toastmasters,Active,Y,9.0,8.0,-1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,6.0,4.0,1.0,1.0,1.0,,4.0,0.0,7.0,6.0,13.0,0.0,17.0,,,1.0,1.0,1.0,1.0,8.0,3.0,,4.0,4.0,4.0,5.0,5.0,2.0,3.0,3.0,2.0,Distinguished,16.0,16.0,17.0,18.0,19.0,8.0,8.0,9.0,12.0,President's Distinguished,
121,G,01,28679400.0,RRD Trivandrum Toastmasters Club,Active,Y,20.0,21.0,1.0,5.0,4.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,6.0,1.0,1.0,1.0,D,4.0,0.0,0.0,17.0,17.0,20.0,41.0,D,Charter 11/13/25,0.0,1.0,0.0,1.0,21.0,5.0,D,4.0,4.0,4.0,5.0,5.0,2.0,3.0,3.0,2.0,Distinguished,16.0,16.0,17.0,18.0,19.0,8.0,8.0,9.0,12.0,President's Distinguished,Charter 11/13/25
121,G,02,7291065.0,H&R Block Toastmasters,Active,Y,29.0,37.0,8.0,10.0,4.0,2.0,2.0,3.0,1.0,3.0,4.0,12.0,7.0,7.0,1.0,1.0,2.0,M,16.0,0.0,33.0,34.0,67.0,0.0,83.0,M,,1.0,1.0,1.0,1.0,37.0,10.0,M,4.0,4.0,4.0,5.0,5.0,2.0,3.0,3.0,4.0,President's Distinguished,16.0,16.0,17.0,18.0,19.0,8.0,8.0,9.0,12.0,President's Distinguished,
121,G,02,7844793.0,Technopark Toastmasters,Active,Y,29.0,26.0,-3.0,10.0,6.0,2.0,2.0,3.0,1.0,5.0,4.0,16.0,7.0,6.0,1.0,1.0,1.0,M,20.0,0.0,24.0,21.0,45.0,0.0,65.0,M,,1.0,1.0,1.0,1.0,26.0,10.0,M,4.0,4.0,4.0,5.0,5.0,2.0,3.0,3.0,4.0,President's Distinguished,16.0,16.0,17.0,18.0,19.0,8.0,8.0,9.0,12.0,President's Distinguished,
121,G,02,28675833.0,DCSMAT TRIVANDRUM Toastmasters,Active,Y,17.0,8.0,-9.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,7.0,4.0,0.0,1.0,1.0,,8.0,0.0,8.0,3.0,11.0,0.0,19.0,,,1.0,1.0,1.0,1.0,8.0,4.0,,4.0,4.0,4.0,5.0,5.0,2.0,3.0,3.0,4.0,President's Distinguished,16.0,16.0,17.0,18.0,19.0,8.0,8.0,9.0,12.0,President's Distinguished,
121,G,02,28677502.0,Allianz Services Toastmasters Club,Active,Y,63.0,44.0,-19.0,7.0,4.0,2.0,2.0,0.0,0.0,0.0,4.0,22.0,7.0,6.0,0.0,1.0,1.0,S,26.0,0.0,38.0,18.0,56.0,0.0,82.0,S,,1.0,1.0,1.0,1.0,44.0,7.0,S,4.0,4.0,4.0,5.0,5.0,2.0,3.0,3.0,4.0,President's Distinguished,16.0,16.0,17.0,18.0,19.0,8.0,8.0,9.0,12.0,President's Distinguished,
121,G,02,28679587.0,The Toastmasters' Travelogue,Active,Y,20.0,24.0,4.0,5.0,4.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,7.0,1.0,1.0,1.0,D,4.0,0.0,0.0,19.0,19.0,20.0,43.0,D,Charter 01/02/26,0.0,1.0,0.0,1.0,24.0,5.0,D,4.0,4.0,4.0,5.0,5.0,2.0,3.0,3.0,4.0,President's Distinguished,16.0,16.0,17.0,18.0,19.0,8.0,8.0,9.0,12.0,President's Distinguished,Charter 01/02/26
121,G,03,7843793.0,Ananthapuri Toastmasters,Active,Y,20.0,22.0,2.0,7.0,1.0,1.0,0.0,3.0,1.0,3.0,4.0,5.0,7.0,5.0,1.0,1.0,1.0,S,9.0,0.0,21.0,18.0,39.0,0.0,48.0,S,,1.0,1.0,1.0,1.0,22.0,7.0,S,4.0,4.0,4.0,5.0,4.0,2.0,3.0,3.0,3.0,Select Distinguished,16.0,16.0,17.0,18.0,19.0,8.0,8.0,9.0,12.0,President's Distinguished,
121,G,03,7998505.0,PMI Kerala Chapter Toastmasters Club,Active,Y,20.0,11.0,-9.0,5.0,1.0,1.0,0.0,1.0,1.0,1.0,4.0,0.0,7.0,6.0,1.0,1.0,1.0,,4.0,0.0,12.0,9.0,21.0,0.0,25.0,,,1.0,1.0,1.0,1.0,11.0,5.0,,4.0,4.0,4.0,5.0,4.0,2.0,3.0,3.0,3.0,Select Distinguished,16.0,16.0,17.0,18.0,19.0,8.0,8.0,9.0,12.0,President's Distinguished,
121,G,03,28677285.0,SmarTalk Toastmasters,Active,Y,24.0,20.0,-4.0,10.0,7.0,2.0,3.0,3.0,1.0,1.0,4.0,11.0,7.0,5.0,1.0,1.0,1.0,P,15.0,0.0,18.0,16.0,34.0,0.0,49.0,P,,1.0,1.0,1.0,1.0,20.0,10.0,P,4.0,4.0,4.0,5.0,4.0,2.0,3.0,3.0,3.0,Select Distinguished,16.0,16.0,17.0,18.0,19.0,8.0,8.0,9.0,12.0,President's Distinguished,
121,G,03,28678096.0,Toastmasters of Trinfy,Active,Y,26.0,20.0,-6.0,9.0,10.0,2.0,7.0,8.0,1.0,7.0,4.0,3.0,7.0,7.0,1.0,1.0,1.0,P,7.0,0.0,17.0,17.0,34.0,0.0,41.0,P,,1.0,1.0,1.0,1.0,20.0,9.0,P,4.0,4.0,4.0,5.0,4.0,2.0,3.0,3.0,3.0,Select Distinguished,16.0,16.0,17.0,18.0,19.0,8.0,8.0,9.0,12.0,President's Distinguished,
121,G,04,5044336.0,The Quilon Toastmasters,Active,Y,21.0,22.0,1.0,10.0,4.0,2.0,4.0,4.0,1.0,2.0,4.0,8.0,7.0,7.0,1.0,1.0,1.0,P,12.0,0.0,16.0,20.0,36.0,0.0,48.0,P,,1.0,1.0,1.0,1.0,22.0,10.0,P,4.0,4.0,4.0,5.0,5.0,2.0,3.0,3.0,3.0,President's Distinguished,16.0,16.0,17.0,18.0,19.0,8.0,8.0,9.0,12.0,President's Distinguished,
121,G,04,5455119.0,Centennial Orators,Active,Y,12.0,17.0,5.0,10.0,4.0,2.0,3.0,3.0,1.0,2.0,4.0,9.0,5.0,4.0,1.0,1.0,1.0,S,13.0,0.0,11.0,9.0,20.0,0.0,33.0,S,,1.0,1.0,1.0,1.0,17.0,10.0,S,4.0,4.0,4.0,5.0,5.0,2.0,3.0,3.0,3.0,President's Distinguished,16.0,16.0,17.0,18.0,19.0,8.0,8.0,9.0,12.0,President's Distinguished,
121,G,04,28675854.0,SparkleV Toastmasters,Active,Y,20.0,11.0,-9.0,5.0,3.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,6.0,5.0,1.0,1.0,1.0,,0.0,0.0,15.0,11.0,26.0,0.0,26.0,,,1.0,1.0,1.0,1.0,11.0,5.0,,4.0,4.0,4.0,5.0,5.0,2.0,3.0,3.0,3.0,President's Distinguished,16.0,16.0,17.0,18.0,19.0,8.0,8.0,9.0,12.0,President's Distinguished,
121,G,04,28677130.0,Amrita Amritapuri Toastmasters Club,Active,Y,12.0,28.0,16.0,10.0,7.0,2.0,4.0,2.0,1.0,1.0,4.0,22.0,5.0,5.0,1.0,1.0,1.0,M,26.0,0.0,16.0,15.0,31.0,0.0,57.0,M,,1.0,1.0,1.0,1.0,28.0,10.0,M,4.0,4.0,4.0,5.0,5.0,2.0,3.0,3.0,3.0,President's Distinguished,16.0,16.0,17.0,18.0,19.0,8.0,8.0,9.0,12.0,President's Distinguished,
121,G,04,28680203.0,Allianz Technology Toastmasters Club Trivandrum,Active,Y,25.0,25.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,25.0,25.0,,Charter 06/11/26,0.0,0.0,0.0,0.0,25.0,1.0,,4.0,4.0,4.0,5.0,5.0,2.0,3.0,3.0,3.0,President's Distinguished,16.0,16.0,17.0,18.0,19.0,8.0,8.0,9.0,12.0,President's Distinguished,Charter 06/11/26
121,H,01,691074.0,Kochi Club,Active,Y,52.0,51.0,-1.0,10.0,7.0,2.0,4.0,3.0,1.0,4.0,4.0,20.0,5.0,6.0,1.0,1.0,1.0,M,24.0,0.0,50.0,45.0,95.0,0.0,119.0,M,,1.0,1.0,1.0,1.0,51.0,10.0,M,5.0,5.0,5.0,6.0,4.0,3.0,4.0,4.0,2.0,,24.0,24.0,25.0,26.0,19.0,11.0,12.0,14.0,11.0,,
121,H,01,1418339.0,Assisi Toastmasters,Active,Y,20.0,20.0,0.0,9.0,4.0,2.0,2.0,2.0,1.0,1.0,4.0,1.0,7.0,4.0,1.0,1.0,1.0,P,5.0,0.0,16.0,16.0,32.0,0.0,37.0,P,,1.0,1.0,1.0,1.0,20.0,9.0,P,5.0,5.0,5.0,6.0,4.0,3.0,4.0,4.0,2.0,,24.0,24.0,25.0,26.0,19.0,11.0,12.0,14.0,11.0,,
121,H,01,4936848.0,Special Zone Toastmasters,Active,Y,16.0,13.0,-3.0,5.0,3.0,2.0,0.0,2.0,1.0,2.0,1.0,0.0,6.0,3.0,1.0,1.0,1.0,,1.0,0.0,13.0,12.0,25.0,0.0,26.0,,,1.0,1.0,1.0,1.0,13.0,5.0,,5.0,5.0,5.0,6.0,4.0,3.0,4.0,4.0,2.0,,24.0,24.0,25.0,26.0,19.0,11.0,12.0,14.0,11.0,,
121,H,01,5409237.0,Spicy Toastmasters,Active,Y,19.0,12.0,-7.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,7.0,2.0,0.0,0.0,1.0,,1.0,0.0,17.0,11.0,28.0,0.0,29.0,,,1.0,1.0,1.0,1.0,12.0,1.0,,5.0,5.0,5.0,6.0,4.0,3.0,4.0,4.0,2.0,,24.0,24.0,25.0,26.0,19.0,11.0,12.0,14.0,11.0,,
121,H,01,28675794.0,Toastmasters of MITS,Suspended,Y,11.0,0.0,-11.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,, Susp 03/31/26,0.0,0.0,1.0,0.0,0.0,2.0,,5.0,5.0,5.0,6.0,4.0,3.0,4.0,4.0,2.0,,24.0,24.0,25.0,26.0,19.0,11.0,12.0,14.0,11.0,, Susp 03/31/26
121,H,02,1376605.0,Travancore Toastmasters Club,Active,Y,25.0,25.0,0.0,10.0,4.0,2.0,2.0,2.0,1.0,1.0,4.0,5.0,7.0,4.0,1.0,1.0,1.0,M,9.0,0.0,27.0,24.0,51.0,0.0,60.0,M,,1.0,1.0,1.0,0.0,25.0,10.0,M,5.0,5.0,5.0,6.0,4.0,3.0,4.0,4.0,3.0,,24.0,24.0,25.0,26.0,19.0,11.0,12.0,14.0,11.0,,
121,H,02,1379339.0,TCS Maitree Toastmasters Club: Kochi,Active,Y,20.0,20.0,0.0,10.0,6.0,2.0,3.0,3.0,1.0,5.0,4.0,13.0,7.0,7.0,1.0,1.0,1.0,P,17.0,0.0,14.0,11.0,25.0,0.0,42.0,P,,1.0,1.0,1.0,1.0,20.0,10.0,P,5.0,5.0,5.0,6.0,4.0,3.0,4.0,4.0,3.0,,24.0,24.0,25.0,26.0,19.0,11.0,12.0,14.0,11.0,,
121,H,02,5342790.0,Tripunithura Toastmasters,Active,Y,11.0,8.0,-3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,1.0,1.0,0.0,1.0,,4.0,0.0,8.0,7.0,15.0,0.0,19.0,,,1.0,1.0,1.0,0.0,8.0,2.0,,5.0,5.0,5.0,6.0,4.0,3.0,4.0,4.0,3.0,,24.0,24.0,25.0,26.0,19.0,11.0,12.0,14.0,11.0,,
121,H,02,28677516.0,V Guard Toastmasters Club,Suspended,N,11.0,0.0,-11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,2.0,0.0,2.0,0.0,2.0,, Susp 03/31/26,0.0,0.0,1.0,0.0,0.0,0.0,,5.0,5.0,5.0,6.0,4.0,3.0,4.0,4.0,3.0,,24.0,24.0,25.0,26.0,19.0,11.0,12.0,14.0,11.0,, Susp 03/31/26
121,H,02,28678681.0,IBS Software Cochin Toastmasters,Active,Y,49.0,21.0,-28.0,8.0,5.0,2.0,2.0,2.0,0.0,0.0,4.0,4.0,5.0,5.0,1.0,1.0,1.0,S,8.0,0.0,30.0,21.0,51.0,0.0,59.0,S,,1.0,1.0,1.0,0.0,21.0,8.0,S,5.0,5.0,5.0,6.0,4.0,3.0,4.0,4.0,3.0,,24.0,24.0,25.0,26.0,19.0,11.0,12.0,14.0,11.0,,
121,H,03,3903550.0,Smartcity Toastmasters,Active,Y,8.0,8.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,4.0,1.0,0.0,0.0,1.0,,1.0,0.0,7.0,8.0,15.0,0.0,16.0,,,1.0,1.0,1.0,1.0,8.0,2.0,,5.0,5.0,5.0,6.0,4.0,3.0,4.0,4.0,2.0,,24.0,24.0,25.0,26.0,19.0,11.0,12.0,14.0,11.0,,
121,H,03,4270664.0,Hubbell India Cochin,Ineligible,N,20.0,0.0,-20.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,0.0,0.0,20.0,0.0,20.0,0.0,20.0,,,1.0,0.0,1.0,1.0,0.0,1.0,,5.0,5.0,5.0,6.0,4.0,3.0,4.0,4.0,2.0,,24.0,24.0,25.0,26.0,19.0,11.0,12.0,14.0,11.0,,
121,H,03,5025457.0,Advanced Toastmasters of Kerala,Active,Y,28.0,28.0,0.0,10.0,4.0,2.0,2.0,3.0,1.0,5.0,4.0,9.0,6.0,6.0,1.0,1.0,1.0,M,13.0,0.0,25.0,25.0,50.0,0.0,63.0,M,,1.0,1.0,1.0,1.0,28.0,10.0,M,5.0,5.0,5.0,6.0,4.0,3.0,4.0,4.0,2.0,,24.0,24.0,25.0,26.0,19.0,11.0,12.0,14.0,11.0,,
121,H,03,7772212.0,Wipro Kochi Toastmasters Club,Active,Y,15.0,14.0,-1.0,9.0,9.0,2.0,2.0,5.0,1.0,4.0,4.0,1.0,7.0,5.0,1.0,1.0,1.0,,5.0,0.0,17.0,14.0,31.0,0.0,36.0,,,1.0,1.0,1.0,1.0,14.0,9.0,,5.0,5.0,5.0,6.0,4.0,3.0,4.0,4.0,2.0,,24.0,24.0,25.0,26.0,19.0,11.0,12.0,14.0,11.0,,
121,H,03,28678592.0,Orion Orators,Active,Y,23.0,36.0,13.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,31.0,7.0,6.0,0.0,1.0,1.0,D,35.0,0.0,12.0,14.0,26.0,0.0,61.0,D,,1.0,1.0,1.0,1.0,36.0,5.0,D,5.0,5.0,5.0,6.0,4.0,3.0,4.0,4.0,2.0,,24.0,24.0,25.0,26.0,19.0,11.0,12.0,14.0,11.0,,
